Nome do Assistente que processou,CNPJ UFV,USINA/FILIAL,CLUSTER,PC,Nº DA NF ,FORNECEDOR,CNPJ - FORNECEDOR,TIPO  DE SERVIÇO PRESTADO,DATA DE EMISSAO - NF ,VALOR DA NF,DT DE INSERÇÃO DO PC,VENCIMENTO,DATA ENVIO AO FISCAL,DATA DE ESCRITURAÇÃO DO FISCAL,DATA QUE A NF FOI PAGA,STATUS DO LANÇAMENTO
JULIANA ,34.181.977/0004-17,PARACATU 1,TRIANGULO,1710,1013,MATERIAIS DE CONSTRUÇÃO ,49.678.0002/0001-23,"FITA EMPACOTADORA, ISQUEIRO, CADEADO, COLA",16/10/2025,79.4,20/10/2025,05/11/2025,22/10/2025,,,FISCAL
JULIANA,34.181.977/0001-74,PIRAPORA 1,CENTRO,1706,58408,HOLD TRANSPORTE ,24.052.966/0001-30,SERVIÇO DE TRANSPORTE ,16/10/2025,1740,20/10/2025,25/11/2025,20/10/2025,,,FISCAL
NAUANY,54.294.711/0007-30,GUANAMBI 3,NORDESTE ,001245,1721651,BUNZL EQUIPAMENTOS DE SEGURANÇA,43.854.777/0001-26,COMPRA DE EPI E EPC ,16/10/2025,2831.75,17/10/2025,15/11/2025,21/10/2025,,,FINANCEIRO
NAUANY,54.294.711/0002-26,BRUMADO,NORDESTE ,001246,1721955,BUNZL EQUIPAMENTOS DE SEGURANÇA,43.854.777/0001-26,COMPRA DE EPI E EPC ,16/10/2025,2831.75,17/10/2025,15/11/2025,21/10/2025,,,FINANCEIRO
NAUANY,54.294.711/0014-60,POSTO DA MATA 1e 2 ,NORDESTE ,001247,1721956,BUNZL EQUIPAMENTOS DE SEGURANÇA,43.854.777/0001-26,COMPRA DE EPI E EPC ,16/10/2025,2831.75,17/10/2025,15/11/2025,21/10/2025,,,FINANCEIRO
THAUANY,42.385.610/0009-58,MORI GERAÇÃO II - NOVA PONTE 1 ,CENTRO,4669,388256,LOJA ELETRICA LTDA,17.155.342/0012-36,"COMPRA DE FERRAMTAS: TERMINAL, CHAVE ",14/10/2025,465.29,16/10/2025,05/11/2025,22/10/2025,,,FISCAL
NAUANY,53.599.051/0004-90,CUPIRA,NORDESTE ,000345,1722216,BUNZL EQUIPAMENTOS DE SEGURANÇA,43.854.777/0001-26,COMPRA DE EPI E EPC ,17/10/2025,2831.75,20/10/2025,15/11/2025,27/10/2025,,,FINANCEIRO
NAUANY,41.775.887/0002-58,CAMOCIM DE SÃO FELIX,NORDESTE ,000308,1722230,BUNZL EQUIPAMENTOS DE SEGURANÇA,43.854.777/0001-26,COMPRA DE EPI E EPC ,17/10/2025,2657.75,20/10/2025,15/11/2025,27/10/2025,,,FINANCEIRO
NAUANY,41.718.786/0002-45,JEQUIE,NORDESTE ,000390,1722238,BUNZL EQUIPAMENTOS DE SEGURANÇA,43.854.777/0001-26,COMPRA DE EPI E EPC ,17/10/2025,2657.75,20/10/2025,15/11/2025,27/10/2025,,,FINANCEIRO
NAUANY,53.599.051/0003-00,AREAL,NORDESTE ,000349,1722407,BUNZL EQUIPAMENTOS DE SEGURANÇA,43.854.777/0001-26,COMPRA DE EPI E EPC ,17/10/2025,2657.75,21/10/2025,15/11/2025,27/10/2025,,,FINANCEIRO
NAUANY,54.294.711/0005-79,UFV COMERC BAHIA 3 LTDA - ALCOBAÇA,NORDESTE ,001260,1722575,BUNZL EQUIPAMENTOS DE SEGURANÇA,43.854.777/0001-26,COMPRA DE EPI E EPC ,17/10/2025,4583.05,21/10/2025,15/11/2025,2025-10-30 00:00:00,,,FINANCEIRO
JULIANA ,54.294.711/0002-26,UFV COMERC BAHIA 3,NORDESTE ,001259,54927725,ENELZITA DANTAS DO NASCIMENTO ,51.725.732/0001-80,AGUA MINERAL ,17/10/2025,200,22/10/2025,05/11/2025,,,,
NAUANY,41.718.786/0002-45,UFV MORI BAHIA 1 ENERGIA SOLAR S/A,NORDESTE ,000395,1722654,BUNZL EQUIPAMENTOS DE SEGURANÇA,43.854.777/0001-26,COMPRA DE EPI E EPC ,17/10/2025,174,21/10/2025,15/11/2025,2025-10-30 00:00:00,,,FINANCEIRO
NAUANY,34.115.737/0002-52,RAJADA,NORDESTE ,000200,245989,FERRAMENTAL MAQUINAS,02.991.409/0001-42,COMPRA DE FERRAMENTAS ,18/10/2025,1296.09,21/10/2025,15/11/2025,27/10/2025,,,FINANCEIRO
SABRINA,31.549.360/0001-70,UFV MANGA ,NORTE,000422,001.25.68068989-5,COPASA ,17.281.106/0001-03 ,ABASTECIMENTO DE ÁGUA,20/10/2025,37.44,20/10/2025,29/10/2025,21/10/2025,,,FISCAL
JULIANA,53.599.051/0003-00,UFV PERNAMBUCO 3,PERNAMBUCO,209,8410,MINAS FERRAMENTAS,17.194.994/0001-27,"COMPRA DE FERRAMENTAS: ALICATE, PARAFUSADEIRA , CHAVE ",20/10/2025,389878,24/06/2025,15/11/2025,21/10/2025,,,FISCAL 
JULIANA ,41.77.588/70003-39,UFV PERNAMBUCO 1,PERNAMBUCO,218,8399,MINAS FERRAMENTAS,17.194.994/0001-27,"COMPRA DE FERRAMENTAS: ALICATE, PARAFUSADEIRA , CHAVE ",20/10/2025,3898.79,24/06/2025,15/11/2025,21/10/2025,,,FISCAL 
JULIANA,42.910.475/0005-99,CASSIA 1,SUL ,105,1059282,BRS SUPRIMENTOS ,42.910.475/0005-99,"COMPRA DE SUPERMERCADO: CAFE, MATERIAL DE LIMPEZA",20/10/2025,1042.05,22/10/205,15/11/2025,30/10/2025,,,FISCAL 
THAUANY,42.911.546/0007-30,MORI MINAS NEWCO V ,CENTRO,003422,9531,ROMIOTTO INDUSTRIA LTDA,07.699.306/0001-27,COMPRA DE DATALOGGER,21/10/2025,5000,23/10/2025,15/11/2025,29/10/2025,,,FISCAL 
THAUANY,42.911.546/0006-59,MORI MINAS NEWCO V ,NORTE ,003414,205,JULIANO AUGUSTO DE MELO ,49.411.361/0001-10,SERVIÇO DE TRANSPORTE ,20/10/2025,695,22/10/2025,15/11/2025,29/10/2025,,,FISCAL 
THAUANY,42.911.546/0006-59,MORI MINAS NEWCO V ,NORTE ,003416,206,JULIANO AUGUSTO DE MELO ,49.411.361/0001-10,SERVIÇO DE TRANSPORTE ,20/10/2025,695,22/10/2025,15/11/2025,29/10/2025,,,FISCAL 
NAUANY,42.910.475/0009-12,CAMPO BELO 5,SUL ,005526,208,JULIANO AUGUSTO DE MELO ,49.411.361/0001-10,SERVIÇO DE TRANSPORTE ,20/10/2025,900,31/10/2025,15/11/2025,2025-11-03 00:00:00,,,FINANCEIRO
NAUANY,42.910.475/0009-12,CAMPO BELO 5,SUL ,005527,207,JULIANO AUGUSTO DE MELO ,49.411.361/0001-10,SERVIÇO DE TRANSPORTE ,20/10/2025,695,31/10/2025,15/11/2025,2025-11-03 00:00:00,,,FINANCEIRO
SABRINA,31.549.352/0001-24 ,CORINTO ,CENTRO,421,001.25.69520482-5,COPASA ,17.281.106/0001-03 ,ABASTECIMENTO DE ÁGUA,27/10/2025,51.81,27/10/2025,04/11/2025,28/10/2025,,,
JULIANA,42.911.546/0006-59,CASSIA 1,SUL ,5490,5516,NEW CABOS ,19.436.993/0001-77,COMPRA DE CABOS ,29/10/2025,17900,2025-10-10 00:00:00,15/11/2025,31/10/2025,,,FISCAL 
THAUANY,32.014.225/0001-93,UFV LAGOA GRANDE ,TRIANGULO,393,724,AJ PRESTAÇÃO DE SERVIÇOS LTDA,30.234.106/0001-10,SERVIÇOS DE INSTALAÇÃO E MANUTENÇÃO ELETRICA,02/11/2025,2772,03/11/2025,05/12/2025,04/11/2025,,,FISCAL
ANDREY,54.294.711/0012-06,JOÃO DOURADO,NORDESTE ,1279,24015,ITEST MEDIÇÃO E AUTOMAÇÃO ,05.415.327/0001-48,COMPRA DE CAMERA TERMOGRAFICA,03/11/2025,13200,03/11/2025,05/12/2025,03/11/2025,,,FISCAL
ANDREY,54.294.711/0017-02,BARRA DA CHOÇA,NORDESTE ,1280,24016,ITEST MEDIÇÃO E AUTOMAÇÃO ,05.415.327/0001-48,COMPRA DE CAMERA TERMOGRAFICA,03/11/2025,13200,03/11/2025,05/12/2025,03/11/2025,,,FISCAL
ANDREY,34.183.614/0004-10,BOCAIUVA 02,CENTRO,1740,12506,SEC POWER COMERCIAL ,01.938.502/0007-16,COMPRA DE BATERIA ,03/11/2025,6680.7,03/11/2025,25/11/2025,03/11/2025,,,FISCAL
ANDREY,34.115.737/0002-52,RAJADA ,NORDESTE,202,4513,SUPERMERCADO NUNENS,11.157.872/0001-84,"COMPRAS DE SUPERMERCADO: AGUA MINERAL, , MATERIAL DE LIMPEZA",03/11/2025,696.05,04/11/2025,25/11/2025,04/11/2025,,,FISCAL
ANDREY,33.877.063/0001-80,PARACATU,TRIANGULO,432,140,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,TRANSPORTE DE AGUA POTAVEL ,03/11/2025,1300,04/11/2025,25/11/2025,,,,FISCAL
ANDREY,34.183.614/0007-63,PARACATU 03,TRIANGULO,1742,141,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,TRANSPORTE DE AGUA POTAVEL ,03/11/2025,1300,04/11/2025,25/11/2025,,,,FISCAL
ANDREY,34.182.074/0006-12,PARACATU 06,TRIANGULO,1540,142,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,TRANSPORTE DE AGUA POTAVEL ,03/11/2025,700,04/11/2025,25/11/2025,05/11/2025,,,FISCAL
ANDREY,42.385.610/0006-05,PARACATU 08,TRIANGULO,4681,143,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,TRANSPORTE DE AGUA POTAVEL ,03/11/2025,700,04/11/2025,25/11/2025,04/11/2025,,,FISCAL
ANDREY,34.183.614/0007-63,PARACATU 03,TRIANGULO,1743,144,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,TRANSPORTE DE AGUA POTAVEL ,03/11/2025,1300,04/11/2025,25/11/2025,05/11/2025,,,FISCAL
ANDREY,41.738.810/0022-51,PARACATU 05,TRIANGULO,5904,330,A&A TELECOM,43.979.923/0001-40,SERVIÇOES DE TELECOM,03/11/2025,1300,04/11/2025,25/11/2025,,,,FISCAL
ANDREY,34.182.074/0002-99,BOCAIUVA 4,CENTRO,1535,12507,SEC POWER COMERCIAL ,01.938.502/0007-16,COMPRA DE BATERIAS ,03/11/2025,6680.7,05/11/2025,05/12/2025,05/11/2025,,,FISCAL
ANDREY,34.181.977/0003-36,MANGA 01,NORTE ,1714,12508,SEC POWER COMERCIAL ,01.938.502/0007-16,COMPRA DE BATERIAS ,03/11/2025,6680.7,05/11/2025,05/12/2025,05/11/2025,,,FISCAL
ANDREY,42.910.475/0016-41,ARCOS 07,SUL,5510,6899,GISLENE PIGNATARI,14.682.980/0001-64,CONECTOR SOLAR MC4,03/11/2025,2496,05/11/2025,25/11/2025,05/11/2025,,,FISCAL
ANDREY,34.183.614/0006-82,CORINTO 02,CENTRO,1737,6900,GISLENE PIGNATARI,14.682.980/0001-64,CONECTOR SOLAR MC5,03/11/2025,624,05/11/2025,25/11/2025,05/11/2025,,,FISCAL 
ANDREY,34.183.614/0006-82,CORINTO 02,CENTRO,1738,6894,GISLENE PIGNATARI,14.682.980/0001-64,COMPRA DE VENTILADOR AXIAL,04/11/2025,3420,05/11/2025,25/11/2025,05/11/2025,,,FISCAL 
ANDREY,34.181.977/0002-55,PIRAPORA 01,CENTRO,1712,6895,GISLENE PIGNATARI,14.682.980/0001-64,COMPRA DE VENTILADOR AXIAL,04/11/2025,2280,05/11/2025,25/11/2025,05/11/2025,,,FISCAL 
ANDREY,34.181.977/0007-60,CORINTO 01,CENTRO,1713,6896,GISLENE PIGNATARI,14.682.980/0001-64,COMPRA DE VENTILADOR AXIAL,04/11/2025,3420,05/11/2025,25/11/2025,05/11/2025,,,FISCAL 
ANDREY,34.182.074/0005-31,PIRAPORA 3,CENTRO,1533,6897,GISLENE PIGNATARI,14.682.980/0001-64,COMPRA DE VENTILADOR AXIAL,04/11/2025,2280,05/11/2025,25/11/2025,05/11/2025,,,FISCAL 
ANDREY,34.183.614/0002-59,PIRAPORA 2,CENTRO,1739,6898,GISLENE PIGNATARI,14.682.980/0001-64,COMPRA DE VENTILADOR AXIAL,04/11/2025,2280,05/11/2025,25/11/2025,05/11/2025,,,FISCAL 
ANDREY,42.911.546/0004-97,CASSIA 02,SUL,3424,8805,REICON CONDUTORES ,26.690.833/0001-15,COMPRA DE CABOS,04/11/2025,28002.44,05/11/2025,25/11/2025,05/11/2025,,,FISCAL 
ANDREY,41.738.810/0002-08,GUARDA-MOR,TRIANGULO,5905,146,HARLEY DE MELO OLIVEIRA,56.129.360/0001-42,TRANSPORTE DE AGUA POTAVEL ,04/11/2025,1500,05/11/2025,25/11/2025,07/11/2025,,,FISCAL 
ANDREY,34.182.074/0006-12,PARACATU 06,TRIANGULO,1544,14938,CASA E LIMPEZA ,14.286.722/0001-69,MATERIAL DE LIMPEZA,04/11/2025,247.4,06/11/2025,25/11/2025,07/11/2025,,,FISCAL 
ANDREY,42.385.610/0006-05,PARACATU 08,TRIANGULO,4685,14939,CASA E LIMPEZA ,14.286.722/0001-69,MATERIAL DE LIMPEZA,04/11/2025,129.1,06/11/2025,25/11/2025,07/11/2025,,,FISCAL 
ANDREY,34.183.614/0003-30,PARACATU 02,TRIANGULO,1751,14940,CASA E LIMPEZA ,14.286.722/0001-69,MATERIAL DE LIMPEZA,04/11/2025,144.4,06/11/2025,25/11/2025,07/11/2025,,,FISCAL 
ANDREY,32.014.225/0001-93,LAGOA GRANDE ,TRIANGULO,394,14942,CASA E LIMPEZA ,14.286.722/0001-69,MATERIAL DE LIMPEZA,04/11/2025,1136.9,06/11/2025,25/11/2025,07/11/2025,,,FISCAL 
ANDREY,42.385.610/0006-05,PARACATU 08,TRIANGULO,4686,4461,TRDIÇÃO PANIFICADORA ,22.150.589/0001-47,COMPRA DE ALIMENTOS,04/11/2025,206.4,06/11/2025,25/11/2025,07/11/2025,,,FISCAL 
NAUANY,54.294.711/0012-06,JOAO DOURADO,NORDESTE,1461,59442,HOLD TRANSPORTE,24.052.966/0001-30,SERVIÇO DE FRETE,04/11/2025,1390,05/01/2026,2026-01-15 00:00:00,06/01/2026,,,FINANCEIRO
NAUANY,54.294.711/0012-06,UFV COMERC BAHIA 3,NORDESTE,001289,59443,HOLD TRANSPORTE,24.052.966/0001-30,SERVIÇO DE FRETE,04/11/2025,1390,29/10/2025,25/11/2025,07/11/2025,,,FINANCEIRO
NAUANY,34.181.977/0005-06 ,MIRABELA 1,CENTRO,001715,59485,HOLD TRANSPORTE,24.052.966/0001-30,SERVIÇO DE FRETE,04/11/2025,2400,29/10/2025,25/11/2025,07/11/2025,,,FINANCEIRO
ANDREY,34.182.074/0005-31,PIRAPORA 03,CENTRO,1534,59414,HOLD,24.052.966/0001-30,SERVIÇO DE TRANSPORTE ,04/11/2025,1840,06/11/2025,05/12/2025,06/11/2025,,,FISCAL 
NAUANY,42.910.475/0010-56,CAMPO BELO 1,SUL,5528,10046,RM FRANCO EMPREENDIMENTOS,36.881.722/0001-40,COMPRA DE EPIs,04/11/2025,1697.04,03/11/2025,05/12/2025,12/11/2025,,,FINANCEIRO
ANDREY,34.183.614/0003-30,PARACATU 02,TRIANGULO,1752,294,LAVA JATO BOB ESPONJA,51.998.768/0001-37,SERVICO DE LAVA JATO,04/11/2025,720,07/11/2025,05/12/2025,12/11/2025,,,FISCAL 
ANDREY,53.048.055/0003.08,PATOS DE MONAS IX,TRIANGULO,386,543466,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE FERRAMENTAS: AMPERIMETRO, PARAFUSADEIRA, ALICATE ",04/11/2025,4503.56,2025-11-11 00:00:00,05/12/2025,2025-11-11 00:00:00,,,FISCAL 
NAUANY,53.048.055/0004.80,SANTO ANTONIO DO AMPARO 2,SUL,388,543460,MINAS FERRAMENTAS ,17.194.994/0001.27,COMPRA DE ALICATE/CHAVES/PARAFUSADEIRA,04/11/2025,4503.56,2025-06-17 00:00:00,05/12/2025,2025-11-13 00:00:00,,,FINANCEIRO
JULIANA,33.877.251/0001-08,PORTEIRINHA ,NORTE ,383979,59480,HOLD TRANSPORTE,24.052.966/0001-30,TRANSPORTE DE MATERIAL ,05/11/2025,2100,27/10/2025,25/12/2025,2025-11-11 00:00:00,,,FISCAL
ANDREY,53.599.051/0002.29,CAMOCIM SÃO FELIZ,NORDESTE,208,9695,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE FERRAMENTAS: AMPERIMETRO, PARAFUSADEIRA, ALICATE ",05/11/2025,3882.78,07/11/2025,05/12/2025,07/11/2025,,,FISCAL 
ANDREY,34.182.074/0004-50,JANAUBA 1,NORTE ,1538,6904,GISLENE PIGNATARI,14.682.980/0001-64,COMPRA DE NVR DS-7732NI-K4/16P,05/11/2025,5162,05/11/2025,05/12/2025,05/11/2025,,,FISCAL 
ANDREY,34.181.977/0005-06,MIRABELA 01,CENTRO,1718,6905,GISLENE PIGNATARI,14.682.980/0001-64,COMPRA DE NVR DS-7732NI-K4/16P,05/11/2025,5162,05/11/2025,05/12/2025,05/11/2025,,,FISCAL 
ANDREY,41.738.810/0002-08,GUARDA-MOR,TRIANGULO,5906,211,DEDELIM LTDA,46.744.148/0001-31,"DEDETIZAÇÃO, DESINFECÇÃO DESINSETIZAÇÃO",05/11/2025,1200,06/11/2025,25/11/2025,2025-05-11 00:00:00,,,FISCAL 
JULIANA,34.182.074/0005-31,PIRAPORA 03,CENTRO ,1549,3327,ECOAR SERVIÇOS,31.557.528/0001-90,SERVIÇO DE TRANSPORTE DE AGUA,05/11/2025,1500,11/11/2025,2025-05-12 00:00:00,2025-12-11 00:00:00,,,FISCAL 
JULIANA,41.738.810/0002-68,GUARDA-MOR,TRIANGULO,5916,113,SUN MINAS SERVIÇOS,51.369.621/0001-88,VIGILANCIA EMERGENCIAL ,05/11/2025,500,11/11/2025,2025-05-12 00:00:00,2025-12-11 00:00:00,,,FISCAL 
ANDREY,42.911.546/0004-97,CASSIA 02,SUL,3425,6903,GISLENE PIGNATARI,14.682.980/0001-64,COMPRA DE CONECTOR MC4,05/11/2025,1487.7,06/11/2025,05/12/2025,06/11/2025,,,FISCAL 
ANDREY,34.182.074/0004-50,JANAUBA 1,NORTE ,1538,6904,GISLENE PIGNATARI,14.682.980/0001-64,COMPRA DE NVR DS-7732 NI-K4/16P,05/11/2025,5162,06/11/2025,05/12/2025,06/11/2025,,,FISCAL 
ANDREY,34.181.977/0005-06,MIRABELA 01,CENTRO,1718,6905,GISLENE PIGNATARI,14.682.980/0001-64,COMPRA DE NVR DS-7732 NI-K4/16P,05/11/2025,5162,06/11/2025,05/12/2025,06/11/2025,,,FISCAL 
NAUANY,34.182.074/0004-50,JANAUBA,NORTE,005545,5688,CENTER LUZ,27.661.197/0001-66,COMPRA DE BROCAS/ADAPTADORES/TRINCHAS/WHITE LUB,05/11/2025,637.3,10/11/2025,05/12/2025,18/11/2025,,,FINANCEIRO
ANDREY,53.599.051/0002.29,CAMOCIM SÃO FELIZ AU03,NORDESTE,208,9695,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE FERRAMENTAS: AMPERIMETRO, PARAFUSADEIRA, ALICATE ",05/11/2025,3882.78,07/11/2025,05/12/2025,07/11/2025,,,FISCAL 
ANDREY,53.599.051/0003.00,AREAL,NORDESTE,209,9694,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE FERRAMENTAS: AMPERIMETRO, PARAFUSADEIRA, ALICATE ",05/11/2025,3882.78,11/11/2025,05/12/2025,11/11/2025,,,FISCAL 
ANDREY,54.294.711/0002-26,BRUMADO ,NORDESTE,1305,204,TRANSPIPA ,21.226.018/0001-86,TRANSPORTE DE AGUA POTAVEL ,06/11/2025,1275,06/11/2025,25/11/2025,2025-07-11 00:00:00,,,FISCAL 
ANDREY,42.910.475/0009-12,CAMPOBELO 05,SUL,5283,679653,PJ NEBLINA ,57.158.057/0006-45,COMPRA DE RELE DE PROYEÇÃO TERMICA,06/11/2025,5619,06/11/2025,05/12/2025,06/11/2025,,,FISCAL 
ANDREY,42.910.475/0015-60,VARGINHA 01,SUL,5284,679652,PJ NEBLINA ,57.158.057/0006-45,COMPRA DE RELE DE PROYEÇÃO TERMICA,06/11/2025,5619,06/11/2025,05/12/2025,06/11/2025,,,FISCAL 
NAUANY,29.655.359/0001-89,UFV JANAUBA,NORTE,000130,15446,MGM CONSULTORIA,06.034.135/0001-54,TESTE E ANÁLISE TECNICA DE ÓLEO,06/11/2025,1755,2025-08-25 00:00:00,25/11/2025,07/11/2025,,,FINANCEIRO
JULIANA,42.385.610/0005-24,DIAMANTINA 1,CENTRO ,462,865,DANIEL GAS LTDA ,42.385.610/0005-24,AGUA MINERAL,06/11/2025,68,22/09/2025,2025-05-12 00:00:00,2025-12-11 00:00:00,,,FISCAL 
NAUANY,34.181.977/0002-55 ,PIRAPORA 1,CENTRO,1732,8998,LUIZ GUILHERME - FRIZZO FORTE,22.600.886/0001-47,RECAUCHUTAGEM EM PNEUS,10/11/2025,170,18/11/2025,2025-12-05 00:00:00,2025-11-19 00:00:00,,,FINANCEIRO
NAUANY,41.738.810/0002-08,GUARDA-MOR,TRIANGULO,5917,49,CONCEITO AR REFRIGERAÇÃO,45.995.940/0001-04,SERVIÇO DE HIGIENIZAÇÃO EM AR CONDICIONADO,2025-11-11 00:00:00,871.2,2025-11-11 00:00:00,05/12/2025,2025-11-14 00:00:00,,,FINANCEIRO
NAUANY/CAROLINE,42.385.610/0008-77,DIAMANTINA 2,CENTRO,4499,24767,SUNGROW DO BRASIL,30.179.370/0002-80,COMPRA DE SPD DE 3 MODULOS,2025-11-11 00:00:00,1201.03,2025-07-21 00:00:00,2025-12-15 00:00:00,2025-11-13 00:00:00,,,FISCAL 
NAUANY,41.738.810/0002-08,GUARDA-MOR,TRIANGULO,005920,391610,LOJA ELETRICA LTDA,17.155.342/0012-36,COMPRA DE EMENDA ,2025-11-11 00:00:00,107.84,2025-11-14 00:00:00,05/12/2025,18/11/2025,,,FINANCEIRO
NAUANY,41.738.810/0002-08,GUARDA-MOR,TRIANGULO,005921,391599,LOJA ELETRICA LTDA,17.155.342/0012-36,COMPRA DE CABO,2025-11-11 00:00:00,401.64,2025-11-14 00:00:00,05/12/2025,18/11/2025,,,FINANCEIRO
NAUANY,41.738.810/0020-90,INDAIABIRA 4,NORTE,5914,1652,CALDERMAN FERRAGENS,22.042.094/0001-02,LOCAÇÃO CAMINHÃO MUNK ,2025-11-12 00:00:00,8455,2025-11-11 00:00:00,05/12/2025,2025-11-13 00:00:00,,,FINANCEIRO
NAUANY/DOUGLAS ,33.877.138/0001-22,MIRABELA,CENTRO,402,1653,CALDERMAN FERRAGENS,22.042.094/0001-02,LOCAÇÃO CAMINHÃO MUNK ,2025-11-12 00:00:00,5926.51,2025-10-27 00:00:00,05/12/2025,2025-11-13 00:00:00,,,FISCAL 
JULIANA,41.738.810/0002-08,GUARDA-MOR,TRIANGULO,5915,391869,LOJA ELETRICA LTDA,17.155.342/0012-36,"CABO, EMENDA, TERMINAL ",2025-12-11 00:00:00,7004.01,2025-11-11 00:00:00,15/12/2025,19/11/2025,,,FISCAL 
JULIANA,34.182.074/0006-12,PARACATU 6,TRIANGULO,1552,148,HARLEY DE MELO,56.129.360/0001-42,TRANSPORTE DE AGUA ,13/11/2025,700,18/11/2025,05/12/2025,19/11/2025,,,FISCAL 
NAUANY,29.183.782/0002-04,MORI HOLDING ,SP,57436,168,RESTAURANTE DUPAN,21.814.854/0001-81,CONFRATERNIZAÇÃO 2025,2025-11-13 00:00:00,4200,2025-11-18 00:00:00,05/12/2025,2025-12-05 00:00:00,,,FINANCEIRO
NAUANY,42.385.610/0006-05,PARACATU 8,TRIANGULO,4698,373,VICENTE RODGRIGUES SALES,02.233.616/0001-38,RESTAURAÇÃO PNEUS,2025-11-13 00:00:00,125,2025-11-21 00:00:00,2025-12-15 00:00:00,2025-11-28 00:00:00,,,FINANCEIRO
JULIANA,42.385.610/0006-05,PARACATU 8,TRIANGULO,4693,54,CONCEITO AR CONDICIONADO,45.995.940/0001-04,HIGIENIZAÇÃO DE AR CONDICIONADO ,14/11/2025,220.5,18/11/2025,2025-05-12 00:00:00,19/11/2025,,,FISCAL 
JULIANA,34.182.074/0006-12,PARACATU 6,TRIANGULO,1553,53,CONCEITO AR CONDICIONADO,45.995.940/0001-04,HIGIENIZAÇÃO DE AR CONDICIONADO ,14/11/2025,450,18/11/2025,2025-05-12 00:00:00,19/11/2025,,,FISCAL 
JULIANA,34.183.614/0007-63,PARACATU 3,TRIANGULO,1761,52,CONCEITO AR CONDICIONADO,45.995.940/0001-04,HIGIENIZAÇÃO DE AR CONDICIONADO ,14/11/2025,550,18/11/2025,2025-05-12 00:00:00,19/11/2025,,,FISCAL 
JULIANA,34.183.614/0003-30,PARACATU 2,TRIANGULO,1756,51,CONCEITO AR CONDICIONADO,45.995.940/0001-04,HIGIENIZAÇÃO DE AR CONDICIONADO ,14/11/2025,530,18/11/2025,2025-05-12 00:00:00,19/11/2025,,,FISCAL 
JULIANA,34.181.977/0004-17,PARACATU 1,TRIANGULO,1731,50,CONCEITO AR CONDICIONADO,45.995.940/0001-04,HIGIENIZAÇÃO DE AR CONDICIONADO ,14/11/2025,545,18/11/2025,2025-05-12 00:00:00,19/11/2025,,,FISCAL 
NAUANY,29.183.782/0002-04,MORI HOLDING ,SP,57437,20,NOLETO RESTAURANTE ,58.557.282/0001-02,CONFRATERNIZAÇÃO 2025,2025-11-14 00:00:00,2100,2025-11-18 00:00:00,05/12/2025,2025-11-25 00:00:00,,,FINANCEIRO
NAUANY,29.183.782/0002-04,MORI HOLDING ,SP,57442,99,RAPHAEL COELHO - BODE ASSADO,24.444.525/0001-84,CONFRATERNIZAÇÃO 2025,2025-11-14 00:00:00,800,2025-11-18 00:00:00,05/12/2025,2025-11-21 00:00:00,,,FINANCEIRO
JULIANA,34.445.950/0001-41,MATO VERDE,NORTE,443,72,DIOGO ANTUNES DE ANDRADE ,48.241.246/0001-81,LIMPEZA E HIGIENIZAÇÃO DO AR CONDICIOANDO,14/11/2025,370,2025-11-11 00:00:00,05/12/2025,18/11/2025,,,FISCAL 
JULIANA,33.877.251/0001-08,UFV PORTEIRINHA ,NORTE ,383999,73,DIOGO ANTUNES DE ANDRADE ,48.241.246/0001-81,LIMPEZA E HIGIENIZAÇÃO DO AR CONDICIOANDO,14/11/2025,370,19/11/2025,05/12/2025,19/11/2025,,,FISCAL 
JULIANA,34.444.137/0001-57,UFV PORTEIRINHA II,NORTE ,434,74,DIOGO ANTUNES DE ANDRADE ,48.241.246/0001-81,LIMPEZA E HIGIENIZAÇÃO DO AR CONDICIOANDO,14/11/2025,370,2025-11-11 00:00:00,05/12/2025,18/11/2025,,,FISCAL 
NAUANY,41.718.786/0003-26,RIBEIRA DO POMBAL,NORDESTE,441,1093068,BRS SUPRIMENTOS CORPORATIVOS,03.746.938/0015-49,COMPRA DE SUPRIMENTOS,14/11/2025,1014.41,2025-12-04 00:00:00,25/12/2025,2025-12-05 00:00:00,,,FINANCEIRO
NAUANY,54.294.711/0006-50,BARRA DA ESTIVA,NORDESTE,1391,1093335,BRS SUPRIMENTOS CORPORATIVOS,03.746.938/0015-49,COMPRA DE SUPRIMENTOS,14/11/2025,1014.41,2025-12-04 00:00:00,25/12/2025,2025-12-05 00:00:00,,,FINANCEIRO
NAUANY,54.294.711/0003-07,IBIPEBA,NORDESTE,1394,1093164,BRS SUPRIMENTOS CORPORATIVOS,03.746.938/0015-49,COMPRA DE SUPRIMENTOS,14/11/2025,1014.41,2025-12-04 00:00:00,25/12/2025,2025-12-05 00:00:00,,,FINANCEIRO
